ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
58723,Marc Kennedy,M,28.0,188.0,84.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
58900,Christine Keshen,F,28.0,168.0,61.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
59670,Kalle Markus Kiiskinen,M,30.0,186.0,84.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
60982,Viktor Erik Kjll,M,28.0,182.0,79.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Bronze
61109,Shannon Kleibrink,F,,169.0,,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
61583,"Deborah ""Debbie"" Knox",F,33.0,167.0,66.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
62722,Jamie A. Korab,M,26.0,182.0,95.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
63817,Pontus Sebastian Kraupp,M,28.0,183.0,79.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Bronze
67272,Helena Blach Lavrsen (Pedersen-),F,34.0,170.0,72.0,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver
67281,"Kelley Law (Atkins-, -Owen)",F,36.0,159.0,63.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Bronze
67295,Kaitlyn Lawes,F,25.0,160.0,53.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
70047,Eva Cathrine Lindahl (Norberg-),F,35.0,163.0,64.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
70047,Eva Cathrine Lindahl (Norberg-),F,39.0,163.0,64.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
70052,Margaretha Louise Lindahl (-Dryburgh),F,23.0,165.0,62.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
70064,Bengt Fredrik Lindberg,M,28.0,179.0,76.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Bronze
70682,Liu Yin,F,28.0,165.0,60.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Bronze
71580,Patrik Lrtscher,M,37.0,180.0,81.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
72249,Eva Maria Lund (-Eriksson),F,34.0,169.0,66.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
72249,Eva Maria Lund (-Eriksson),F,38.0,169.0,66.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
72870,Fiona MacDonald (Brown-),F,27.0,160.0,52.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
73840,Wille Jarno Wilhelm Mkel,M,31.0,170.0,86.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
75248,Anna Louise Marmont,F,30.0,158.0,50.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
75588,Kevin Martin,M,35.0,185.0,93.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
75588,Kevin Martin,M,43.0,185.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
75628,Rhona Martin (Howie-),F,35.0,167.0,71.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
77432,Joan Elizabeth McCusker (Inglis-),F,32.0,170.0,95.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
77510,Dawn McEwen (Askin-),F,33.0,162.0,61.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
80395,Collin Mitchell,M,28.0,183.0,86.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Silver
81665,Kristie Moore,F,30.0,173.0,77.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
82258,John Morris,M,31.0,188.0,84.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
82357,Margaret Morton,F,34.0,172.0,66.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
82405,Michle Moser (Knobel-),F,26.0,175.0,72.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
82932,Eve Muirhead,F,23.0,173.0,66.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
83054,Daniel Mller,M,32.0,180.0,72.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
83467,David Murdoch,M,35.0,177.0,76.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver
85190,Diane Nelson (-Dezura),F,43.0,163.0,59.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Bronze
85328,Torger Nergrd,M,27.0,179.0,85.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
85328,Torger Nergrd,M,35.0,179.0,85.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Silver
85820,Mark Nichols,M,26.0,177.0,81.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
86582,Amy Nixon (-Westlund),F,28.0,157.0,54.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
86690,Cheryl Noble,F,45.0,168.0,57.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Bronze
86841,Anette Charlotte Norberg,F,39.0,174.0,70.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
86841,Anette Charlotte Norberg,F,43.0,174.0,70.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
87484,Anna Katarina Nyberg,F,32.0,169.0,60.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
87891,Susan O'Connor,F,32.0,163.0,68.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
88102,Jill Officer Hinchey,F,38.0,177.0,72.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
89990,Mirjam Ott,F,30.0,162.0,58.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
89990,Mirjam Ott,F,34.0,162.0,58.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
93531,Diego Perren,M,33.0,187.0,85.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
93633,Maria Elisabeth Persson,F,33.0,163.0,68.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
95915,"Joseph ""Joe"" Polo",M,23.0,175.0,79.0,United States,USA,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Bronze
96337,Margit Elisabeth Prtner,F,25.0,173.0,60.0,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver
97319,Anna Maria Prytz,F,37.0,170.0,69.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
98010,Trine Qvist,F,31.0,168.0,55.0,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver
98778,Bent nund Ramsfjell,M,34.0,179.0,78.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
98779,Eigil Ramsfjell,M,42.0,186.0,90.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
98782,Marco Ramstein,M,23.0,187.0,81.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Bronze
98876,Janice Rankin (Watt-),F,30.0,172.0,57.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
102095,Shawn Joseph Rojeski,M,34.0,183.0,79.0,United States,USA,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Bronze
102877,Nadia Rthlisberger (Raspe-),F,29.0,179.0,82.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
103838,Carter Rycroft,M,24.0,180.0,68.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
104835,Teemu Matti Tapani Salo,M,32.0,185.0,83.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
106182,Allin Paul Savage,M,50.0,175.0,91.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Silver
107173,Sandra Marie Schmirler (-Peterson-),F,34.0,184.0,72.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
107828,"Andreas ""Andi"" Schwaller",M,31.0,174.0,72.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Bronze
107830,Christof Schwaller,M,35.0,179.0,89.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Bronze
110091,John Shuster,M,23.0,183.0,95.0,United States,USA,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Bronze
111973,Anna Sloan,F,23.0,160.0,62.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
113645,Valeria Claudia Splty,F,22.0,169.0,64.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
115319,Ralph Stckli,M,33.0,176.0,75.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Bronze
115864,Simon Strbin,M,30.0,181.0,73.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Bronze
116754,Julie Sutton-Skinner,F,33.0,173.0,64.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Bronze
116872,Anna Maria Svrd-Le Moine (Bergstrm-),F,32.0,165.0,59.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
116872,Anna Maria Svrd-Le Moine (Bergstrm-),F,36.0,165.0,59.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
120046,Jan Thoresen,M,29.0,178.0,76.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
121340,Tore Torvbrten,M,30.0,187.0,84.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
121634,"Kenneth ""Ken"" Tralnberg",M,45.0,175.0,88.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
122115,Pl Trulsen,M,39.0,189.0,100.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
123651,Markku Juhani Uusipaavalniemi,M,39.0,187.0,95.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
123759,Lars Magnus Vgberg,M,34.0,185.0,85.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
128032,"Donald J. ""Don"" Walchuk",M,38.0,,,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
128407,Wang Bingyu,F,25.0,164.0,65.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Bronze
129922,Georgina Wheatcroft (Hawkes-),F,36.0,180.0,81.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Bronze
133424,Yue Qingshuang,F,24.0,167.0,65.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Bronze
134821,Zhou Yan,F,27.0,162.0,60.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Bronze
